rank,filter,grade,name,category,subscribers,views,stats_url,date_scraped,source
32,avgview weekly,2.5,Mitsubishi Motors Indonesia,Autos & Vehicles,61.3K,3.38M,https://www.noxinfluencer.com/youtube/channel/UCwnY-zUiFdgpHdF0dsjlK6g,2022-09-14T06:23:48+00Z,noxinfluencer
33,avgview weekly,3,Iklas Channel,Film & Animation,498K,3.33M,https://www.noxinfluencer.com/youtube/channel/UCH9BxM8jMoEzqYS2GDxYJfg,2022-09-14T06:23:48+00Z,noxinfluencer
34,avgview weekly,3.5,Itz.Lyndice,Film & Animation,738K,3.31M,https://www.noxinfluencer.com/youtube/channel/UC_cmHb36h0Pw_x_0vjc6Zng,2022-09-14T06:23:48+00Z,noxinfluencer
35,avgview weekly,3,Pastel Chocolate,Gaming,859K,3.21M,https://www.noxinfluencer.com/youtube/channel/UCa_fMXNncEQ7fOVIyyKe4ow,2022-09-14T06:23:48+00Z,noxinfluencer
36,avgview weekly,2,JUSTY ALDRIN OFFICIAL,Music,614K,3.1M,https://www.noxinfluencer.com/youtube/channel/UCxv2IqPMhL3kl8cKZWsiMlg,2022-09-14T06:23:48+00Z,noxinfluencer
37,avgview weekly,3,GadgetIn Shorts,People & Blogs,318K,3.07M,https://www.noxinfluencer.com/youtube/channel/UCebLKKJxRUN_z31oLtR_sIA,2022-09-14T06:23:48+00Z,noxinfluencer
38,avgview weekly,3.5,Azizah N Ferry,People & Blogs,674K,3.01M,https://www.noxinfluencer.com/youtube/channel/UCTUgbCQF0rxBL36Ko9w-Yvw,2022-09-14T06:23:48+00Z,noxinfluencer
39,avgview weekly,4.5,Arif muhammad,Comedy,14.5M,2.89M,https://www.noxinfluencer.com/youtube/channel/UCfx3oPv3cJm2aCJ7UnhKx8A,2022-09-14T06:23:48+00Z,noxinfluencer
40,avgview weekly,3,Timur Kota Official,Entertainment,1.12M,2.87M,https://www.noxinfluencer.com/youtube/channel/UCjIswo364A23e-nrGx0BCbA,2022-09-14T06:23:48+00Z,noxinfluencer
41,avgview weekly,2,Bulan Sutena,Music,885K,2.84M,https://www.noxinfluencer.com/youtube/channel/UCq6AeGWz7kHWV_A7nZKvbzA,2022-09-14T06:23:48+00Z,noxinfluencer
42,avgview weekly,3,DENNY CAKNAN,Entertainment,5.17M,2.84M,https://www.noxinfluencer.com/youtube/channel/UC0k3T5AJYvKnuc52bB7rJTA,2022-09-14T06:23:48+00Z,noxinfluencer
43,avgview weekly,2,indofoodvideos,Entertainment,244K,2.84M,https://www.noxinfluencer.com/youtube/channel/UCetVBycG300ofGqw9iLg5aw,2022-09-14T06:23:48+00Z,noxinfluencer
44,avgview weekly,2,WardahBeauty,People & Blogs,284K,2.68M,https://www.noxinfluencer.com/youtube/channel/UCG-dvInQRUkiZdr_50jp9jw,2022-09-14T06:23:48+00Z,noxinfluencer
45,avgview weekly,3,Dokter Richard YL,Education,77.7K,2.65M,https://www.noxinfluencer.com/youtube/channel/UCb51ilLJxUAuJNj4QrHs4hA,2022-09-14T06:23:48+00Z,noxinfluencer
46,avgview weekly,2,Rainych Ran,Music,2.2M,2.53M,https://www.noxinfluencer.com/youtube/channel/UCrrfJ_8kX6YyXE7F3pDJzEw,2022-09-14T06:23:48+00Z,noxinfluencer
47,avgview weekly,2,Rere Family,Entertainment,207K,2.49M,https://www.noxinfluencer.com/youtube/channel/UCTGsjjQmhyNDdSHLaBrtnfA,2022-09-14T06:23:48+00Z,noxinfluencer
48,avgview weekly,3,Craft and Makeup,Film & Animation,298K,2.49M,https://www.noxinfluencer.com/youtube/channel/UCEqsa6OPRre4Z3J4ZkATNAw,2022-09-14T06:23:48+00Z,noxinfluencer
49,avgview weekly,2.5,Andra Respati Official,Music,1.31M,2.47M,https://www.noxinfluencer.com/youtube/channel/UCqjkO6DmMoJktWyhxi5xC4g,2022-09-14T06:23:48+00Z,noxinfluencer
50,avgview weekly,3,AppleSauceCraft,Film & Animation,2.22M,2.39M,https://www.noxinfluencer.com/youtube/channel/UC5-SnOk8O_KGFi8l06zrDow,2022-09-14T06:23:48+00Z,noxinfluencer
51,avgview weekly,3.5,GIHON MAREL LOIMALITNA,Music,465K,2.37M,https://www.noxinfluencer.com/youtube/channel/UC30YyFO02NMXOrL2OOmP-qA,2022-09-14T06:23:48+00Z,noxinfluencer
52,avgview weekly,2,Aldo Bz,Music,494K,2.37M,https://www.noxinfluencer.com/youtube/channel/UCNi1oPnYBLUAYfIabenDuRQ,2022-09-14T06:23:48+00Z,noxinfluencer
53,avgview weekly,2.5,TMG Riz,Entertainment,835K,2.32M,https://www.noxinfluencer.com/youtube/channel/UCRsN-4Nsdr9I26ZDbrFsIsg,2022-09-14T06:23:48+00Z,noxinfluencer
54,avgview weekly,3.5,Alip_Ba_Ta,Music,5.55M,2.25M,https://www.noxinfluencer.com/youtube/channel/UCcHGALtfZtBRU_lzMaBm9Wg,2022-09-14T06:23:48+00Z,noxinfluencer
55,avgview weekly,4.5,Irfan Ghafur,Comedy,1.49M,2.23M,https://www.noxinfluencer.com/youtube/channel/UCLozEncn6EDu_M2e-I3ZABg,2022-09-14T06:23:48+00Z,noxinfluencer
56,avgview weekly,3.5,Dino Saiki,Gaming,1.26M,2.23M,https://www.noxinfluencer.com/youtube/channel/UCqKfQ1AuKY1qP-Nc_8oVbXQ,2022-09-14T06:23:48+00Z,noxinfluencer
57,avgview weekly,3.5,Kananda Widyantara,Gaming,5.1M,2.2M,https://www.noxinfluencer.com/youtube/channel/UCveWi6uuOZbGODjcVWJMW7Q,2022-09-14T06:23:48+00Z,noxinfluencer
58,avgview weekly,2,HiLo School,Education,10.2K,2.19M,https://www.noxinfluencer.com/youtube/channel/UCovQ47wFQUDR4aNnKjjsWkg,2022-09-14T06:23:48+00Z,noxinfluencer
59,avgview weekly,4.5,SebutSaja Dayat,Comedy,2.22M,2.13M,https://www.noxinfluencer.com/youtube/channel/UCAhd_ILXgiRtpZew12-VBJA,2022-09-14T06:23:48+00Z,noxinfluencer
60,avgview weekly,4,Fiki Naki,Entertainment,5.9M,2.13M,https://www.noxinfluencer.com/youtube/channel/UCL3jS4gOZ-wJA7oeV8c7low,2022-09-14T06:23:48+00Z,noxinfluencer
61,avgview weekly,3,Rzendhix,Gaming,432K,2.12M,https://www.noxinfluencer.com/youtube/channel/UCResdHkcephrGVlWUTAZURA,2022-09-14T06:23:48+00Z,noxinfluencer
62,avgview weekly,4.5,tanboy kun,Entertainment,16.4M,2.09M,https://www.noxinfluencer.com/youtube/channel/UC8rHUssNDJ9YEjfduAqJBmw,2022-09-14T06:23:48+00Z,noxinfluencer
63,avgview weekly,3.5,Ciconimation,Film & Animation,993K,2.09M,https://www.noxinfluencer.com/youtube/channel/UCviCZWXeTfupHUzb7WBOLQA,2022-09-14T06:23:48+00Z,noxinfluencer
64,avgview weekly,3,Huawei Mobile Indonesia,Travel & Events,146K,2.05M,https://www.noxinfluencer.com/youtube/channel/UCUyuR2sKOBY_xGsqS96LRbQ,2022-09-14T06:23:48+00Z,noxinfluencer
65,avgview weekly,2.5,arsitek channel,Education,549K,2.02M,https://www.noxinfluencer.com/youtube/channel/UC4KPtxaHvjiQEhb1Yt5pnZg,2022-09-14T06:23:48+00Z,noxinfluencer
66,avgview weekly,2.5,Maulana Wijaya,Music,270K,2.01M,https://www.noxinfluencer.com/youtube/channel/UCf8_mc-Zoumi_smfomlmzgg,2022-09-14T06:23:48+00Z,noxinfluencer
67,avgview weekly,3.5,vivo Indonesia,Science & Technology,2.2M,1.99M,https://www.noxinfluencer.com/youtube/channel/UCKONryt63ztbYmCZzxen7tA,2022-09-14T06:23:48+00Z,noxinfluencer
68,avgview weekly,4,Refiharydi,Comedy,893K,1.96M,https://www.noxinfluencer.com/youtube/channel/UCpTciNv3KyTYgdhE5RW3-mg,2022-09-14T06:23:48+00Z,noxinfluencer
69,avgview weekly,3.5,Thomas Arya,Music,1.63M,1.95M,https://www.noxinfluencer.com/youtube/channel/UCtkdqUqJZ1b8yt4cE1cDrNQ,2022-09-14T06:23:48+00Z,noxinfluencer
70,avgview weekly,2,OVO - Payment & Points,Entertainment,145K,1.91M,https://www.noxinfluencer.com/youtube/channel/UCtu3stb17wcL-6EBLaNZCnw,2022-09-14T06:23:48+00Z,noxinfluencer
71,avgview weekly,4,Steven Stenly,People & Blogs,1.88M,1.9M,https://www.noxinfluencer.com/youtube/channel/UCr-r_tzquFizdtE1_ICfJLg,2022-09-14T06:23:48+00Z,noxinfluencer
72,avgview weekly,4,PESULAP MERAH PRODUCTIONS,Education,2.89M,1.82M,https://www.noxinfluencer.com/youtube/channel/UC6MPC52WuxbE2n7QQ23qvjw,2022-09-14T06:23:48+00Z,noxinfluencer
73,avgview weekly,4,GadgetIn,Science & Technology,9.8M,1.77M,https://www.noxinfluencer.com/youtube/channel/UC1dI4tO13ApuSX0QeX8pHng,2022-09-14T06:23:48+00Z,noxinfluencer
74,avgview weekly,3.5,IM3,Entertainment,512K,1.76M,https://www.noxinfluencer.com/youtube/channel/UCBE2nbZbs2kpcM33TAjzInw,2022-09-14T06:23:48+00Z,noxinfluencer
75,avgview weekly,2,UyyusFunVideo,Music,1.25M,1.74M,https://www.noxinfluencer.com/youtube/channel/UCiL0s4mqzY7dM2t0EqAlTiw,2022-09-14T06:23:48+00Z,noxinfluencer
76,avgview weekly,2,david iztambul,Entertainment,254K,1.71M,https://www.noxinfluencer.com/youtube/channel/UClEnYFWcJKlHeXis2j-GboA,2022-09-14T06:23:48+00Z,noxinfluencer
77,avgview weekly,2,mawarosa 80,Film & Animation,1.75M,1.71M,https://www.noxinfluencer.com/youtube/channel/UCfzg8Jo-o3tlkenRhLPjSoA,2022-09-14T06:23:48+00Z,noxinfluencer
78,avgview weekly,3,Heriss Skuyy,Entertainment,777K,1.68M,https://www.noxinfluencer.com/youtube/channel/UC3xh_A0f5M_w1VA8s_71YlQ,2022-09-14T06:23:48+00Z,noxinfluencer
79,avgview weekly,2.5,Edhen Gamer,Gaming,228K,1.68M,https://www.noxinfluencer.com/youtube/channel/UC3PGr0C2wFhIRQYsr0Pn5Og,2022-09-14T06:23:48+00Z,noxinfluencer
80,avgview weekly,3,Resya Mesya,Entertainment,108K,1.66M,https://www.noxinfluencer.com/youtube/channel/UC88ZcNqiNLDycaaUIFn5Wlg,2022-09-14T06:23:48+00Z,noxinfluencer
81,avgview weekly,2.5,L-Men Official,People & Blogs,69.8K,1.65M,https://www.noxinfluencer.com/youtube/channel/UCfeXfRkRPddximKr5ovsNrg,2022-09-14T06:23:48+00Z,noxinfluencer
82,avgview weekly,3.5,Nasihat Kehidupan,Entertainment,1.64M,1.64M,https://www.noxinfluencer.com/youtube/channel/UCcNqyelMHKmsKCSVjpSAzxw,2022-09-14T06:23:48+00Z,noxinfluencer
83,avgview weekly,2,VIVI ARTIKA,Music,238K,1.63M,https://www.noxinfluencer.com/youtube/channel/UCj5gsQBi068pYbJHUmSjPUw,2022-09-14T06:23:48+00Z,noxinfluencer
84,avgview weekly,2,UYE tone,Music,4.39M,1.62M,https://www.noxinfluencer.com/youtube/channel/UCX7RJTce2MLIfE4e8QxRl4g,2022-09-14T06:23:48+00Z,noxinfluencer
85,avgview weekly,2,Dhan Cool,Gaming,1.1M,1.61M,https://www.noxinfluencer.com/youtube/channel/UCrNrXeECv12JmOAF2r01K5g,2022-09-14T06:23:48+00Z,noxinfluencer
86,avgview weekly,2.5,OPPO Indonesia,Entertainment,1.39M,1.61M,https://www.noxinfluencer.com/youtube/channel/UCZ4i1fLzkZ9O3-f2BvWG7_Q,2022-09-14T06:23:48+00Z,noxinfluencer
87,avgview weekly,3.5,Edwin,Film & Animation,1.1M,1.57M,https://www.noxinfluencer.com/youtube/channel/UCj1g6-RzNx4hvVE4IMzAWuA,2022-09-14T06:23:48+00Z,noxinfluencer
88,avgview weekly,3.5,Jessica Jane,Entertainment,10.8M,1.54M,https://www.noxinfluencer.com/youtube/channel/UCFuM3BWlLM3YbLjkXBiJ8-A,2022-09-14T06:23:48+00Z,noxinfluencer
89,avgview weekly,2,BUDI01 GAMING,Gaming,12.7M,1.53M,https://www.noxinfluencer.com/youtube/channel/UC8qp0ZmavLOGeSdLxSUZO8w,2022-09-14T06:23:48+00Z,noxinfluencer
90,avgview weekly,3,Londokampung,Entertainment,4.74M,1.53M,https://www.noxinfluencer.com/youtube/channel/UCADZVxC_4omYiNDLcsDoCeg,2022-09-14T06:23:48+00Z,noxinfluencer
91,avgview weekly,4,TRISNA MUSIC,Music,545K,1.53M,https://www.noxinfluencer.com/youtube/channel/UCsX6KBGngxQNW6By9VVPBuw,2022-09-14T06:23:48+00Z,noxinfluencer
92,avgview weekly,3,Diena Fitri,People & Blogs,590K,1.52M,https://www.noxinfluencer.com/youtube/channel/UCMhpSg4jPCFSCcuPYxuOrmw,2022-09-14T06:23:48+00Z,noxinfluencer
93,avgview weekly,3.5,itsmeissie,Comedy,1.8M,1.5M,https://www.noxinfluencer.com/youtube/channel/UCPOyt9Ii791y25bRdoCT8aQ,2022-09-14T06:23:48+00Z,noxinfluencer
94,avgview weekly,3.5,Ria SW,Entertainment,4.02M,1.5M,https://www.noxinfluencer.com/youtube/channel/UCepgnl-TtJ8DurHdC6EE22w,2022-09-14T06:23:48+00Z,noxinfluencer
95,avgview weekly,2.5,Keluarga Bule Gokil,People & Blogs,1.24M,1.5M,https://www.noxinfluencer.com/youtube/channel/UCEyDUZ6kJCGiYj_IWFMc9Mg,2022-09-14T06:23:48+00Z,noxinfluencer
96,avgview weekly,2,Indah Yastami,Music,1.72M,1.49M,https://www.noxinfluencer.com/youtube/channel/UC6BG8RY8t272EEhCq5Hsnng,2022-09-14T06:23:48+00Z,noxinfluencer
97,avgview weekly,3.5,Yulian The Series,Entertainment,911K,1.48M,https://www.noxinfluencer.com/youtube/channel/UClR9Ll8OGdfkVsyKrwe7Msw,2022-09-14T06:23:48+00Z,noxinfluencer
98,avgview weekly,2,SLEMANRECEH OFFICIAL,Music,203K,1.48M,https://www.noxinfluencer.com/youtube/channel/UCq1MJkhod7H6Lz-ycJ6P9cA,2022-09-14T06:23:48+00Z,noxinfluencer
99,avgview weekly,2,Vinastar Channel,Howto & Style,1.41M,1.46M,https://www.noxinfluencer.com/youtube/channel/UCCGeNT4XL_q0ENuRPR0l1fQ,2022-09-14T06:23:48+00Z,noxinfluencer
100,avgview weekly,3,Rizka CH,Gaming,746K,1.46M,https://www.noxinfluencer.com/youtube/channel/UC4lT8b7j4Aovm4TTTnR_RVQ,2022-09-14T06:23:48+00Z,noxinfluencer
1,noxscore weekly,4.5,Deddy Corbuzier,Entertainment,19.4M,4.29M,https://www.noxinfluencer.com/youtube/channel/UCYk4LJI0Pr6RBDWowMm-KUw,2022-09-14T06:23:49+00Z,noxinfluencer
2,noxscore weekly,4.5,WARINTIL OFFICIAL,Comedy,8.13M,3.44M,https://www.noxinfluencer.com/youtube/channel/UCEHprhvK2xu0CYKcnbMshBw,2022-09-14T06:23:49+00Z,noxinfluencer
3,noxscore weekly,4.5,Klara Tania,Film & Animation,4.94M,1.26M,https://www.noxinfluencer.com/youtube/channel/UC4rHBMP2rGPuFk9F-JlGzbQ,2022-09-14T06:23:49+00Z,noxinfluencer
4,noxscore weekly,4.5,Arman Vesona,Music,1.78M,968.72K,https://www.noxinfluencer.com/youtube/channel/UCRhmWtGmW2lJ_CNGXP6hvIQ,2022-09-14T06:23:49+00Z,noxinfluencer
5,noxscore weekly,4.5,tanboy kun,Entertainment,16.4M,2.09M,https://www.noxinfluencer.com/youtube/channel/UC8rHUssNDJ9YEjfduAqJBmw,2022-09-14T06:23:49+00Z,noxinfluencer
6,noxscore weekly,4.5,KANG DEDI MULYADI CHANNEL,People & Blogs,3.85M,350.98K,https://www.noxinfluencer.com/youtube/channel/UCopjJE-RzBmv4MID-E1Oiyg,2022-09-14T06:23:49+00Z,noxinfluencer
7,noxscore weekly,4.5,agogo violin,Music,3.1M,768.06K,https://www.noxinfluencer.com/youtube/channel/UCXgopF7tBWogPbyJWWRmxzQ,2022-09-14T06:23:49+00Z,noxinfluencer
8,noxscore weekly,4.5,Nihongo Mantappu,People & Blogs,9.68M,1.12M,https://www.noxinfluencer.com/youtube/channel/UC1Gmqqs_Myzl2KHIeqfUC9A,2022-09-14T06:23:49+00Z,noxinfluencer
9,noxscore weekly,4.5,X Factor Indonesia,Entertainment,2.78M,476.13K,https://www.noxinfluencer.com/youtube/channel/UCl0AXmYD5-9ZwQfafFi81ZA,2022-09-14T06:23:49+00Z,noxinfluencer
10,noxscore weekly,4.5,CnX Adventurers,Entertainment,6.09M,821.09K,https://www.noxinfluencer.com/youtube/channel/UCrjWoQ3vlzLrKweYk5jAl1w,2022-09-14T06:23:49+00Z,noxinfluencer
11,noxscore weekly,4.5,celloszxz,Comedy,2.54M,1.24M,https://www.noxinfluencer.com/youtube/channel/UCYeySNdFnZg7vfGGPCR9ePw,2022-09-14T06:23:49+00Z,noxinfluencer
12,noxscore weekly,4.5,Arif muhammad,Comedy,14.5M,2.89M,https://www.noxinfluencer.com/youtube/channel/UCfx3oPv3cJm2aCJ7UnhKx8A,2022-09-14T06:23:49+00Z,noxinfluencer
13,noxscore weekly,4.5,ACI GameSpot,Gaming,3.09M,338.05K,https://www.noxinfluencer.com/youtube/channel/UCiowUSwj8stvWzgQBUe3ldg,2022-09-14T06:23:49+00Z,noxinfluencer
14,noxscore weekly,4.5,Medy Renaldy,Entertainment,2.14M,527.97K,https://www.noxinfluencer.com/youtube/channel/UCaTnE9YXQ-re5774VD_ck3A,2022-09-14T06:23:49+00Z,noxinfluencer
15,noxscore weekly,4.5,leika garudita,People & Blogs,2.78M,354.43K,https://www.noxinfluencer.com/youtube/channel/UC319beYXwD_d1vVWbzpepmA,2022-09-14T06:23:49+00Z,noxinfluencer
16,noxscore weekly,4.5,Jeevan Akawa,Comedy,8.08M,314.88K,https://www.noxinfluencer.com/youtube/channel/UC4Z9EjODYWG91KEk-Q8DWPw,2022-09-14T06:23:49+00Z,noxinfluencer
17,noxscore weekly,4.5,Mikael Family,People & Blogs,5.53M,557.69K,https://www.noxinfluencer.com/youtube/channel/UC6SnUbITMvm6nfC7G1PPtUA,2022-09-14T06:23:49+00Z,noxinfluencer
18,noxscore weekly,4.5,Ujung Oppa,Entertainment,2.37M,679.66K,https://www.noxinfluencer.com/youtube/channel/UCZzBo93GNFKHU95guN2X9oA,2022-09-14T06:23:49+00Z,noxinfluencer
19,noxscore weekly,4.5,Putih Abu-Abu,Music,7.11M,1.31M,https://www.noxinfluencer.com/youtube/channel/UCIqzqfsgUqctbM-MANntwuQ,2022-09-14T06:23:49+00Z,noxinfluencer
20,noxscore weekly,4.5,Irfan Ghafur,Comedy,1.49M,2.23M,https://www.noxinfluencer.com/youtube/channel/UCLozEncn6EDu_M2e-I3ZABg,2022-09-14T06:23:49+00Z,noxinfluencer
21,noxscore weekly,4.5,Teguh Suwandi,Entertainment,4.6M,719.45K,https://www.noxinfluencer.com/youtube/channel/UCue6eExY45NWm485hgnz35A,2022-09-14T06:23:49+00Z,noxinfluencer
22,noxscore weekly,4.5,Ale Khin,Film & Animation,3.38M,1.36M,https://www.noxinfluencer.com/youtube/channel/UCDiKM_-ueawxR2gQsCl8Biw,2022-09-14T06:23:49+00Z,noxinfluencer
23,noxscore weekly,4.5,WILSON KIDDY,Gaming,2.95M,253.3K,https://www.noxinfluencer.com/youtube/channel/UCIOAc6M9hd1-cK6cqn8h9mw,2022-09-14T06:23:49+00Z,noxinfluencer
24,noxscore weekly,4.5,Billy karavdic,Comedy,2.43M,3.75M,https://www.noxinfluencer.com/youtube/channel/UC_LriaoeJN1Ea1Wts11P5uw,2022-09-14T06:23:49+00Z,noxinfluencer
25,noxscore weekly,4.5,Si Jojo,People & Blogs,1.21M,9.54K,https://www.noxinfluencer.com/youtube/channel/UCtTUFAuX4gN8drrGjnjV7ug,2022-09-14T06:23:49+00Z,noxinfluencer
26,noxscore weekly,4.5,Diego Takupaz,Entertainment,1.13M,276.25K,https://www.noxinfluencer.com/youtube/channel/UCxdLgSVC41Ph6xES3q-MQrQ,2022-09-14T06:23:49+00Z,noxinfluencer
27,noxscore weekly,4.5,Arfandi Moko,Gaming,2.07M,391.3K,https://www.noxinfluencer.com/youtube/channel/UCSErGXpT1__vy6KRv6J9EWw,2022-09-14T06:23:49+00Z,noxinfluencer
28,noxscore weekly,4.5,Mikael TubeHD,People & Blogs,9.08M,654.12K,https://www.noxinfluencer.com/youtube/channel/UCFSqAZl3AxxMyaHouB2GKSg,2022-09-14T06:23:49+00Z,noxinfluencer
29,noxscore weekly,4.5,Tekotok,Film & Animation,2.23M,369.01K,https://www.noxinfluencer.com/youtube/channel/UCFhzJ5UfoTlOxJT8xYoTuDw,2022-09-14T06:23:49+00Z,noxinfluencer
30,noxscore weekly,4.5,Tenny TAP TV,People & Blogs,2M,229.49K,https://www.noxinfluencer.com/youtube/channel/UCfaVlWv2Y7-eEXDL9mO2AIg,2022-09-14T06:23:49+00Z,noxinfluencer
31,noxscore weekly,4.5,AKUDAV,Gaming,1.46M,392.35K,https://www.noxinfluencer.com/youtube/channel/UCGGwuSrxDFQymf66OdM_-pw,2022-09-14T06:23:49+00Z,noxinfluencer
32,noxscore weekly,4.5,Pratiwi Noviyanthi,People & Blogs,3.45M,106.57K,https://www.noxinfluencer.com/youtube/channel/UCewbIYUFgy7nMkWmg0S7NVA,2022-09-14T06:23:49+00Z,noxinfluencer
33,noxscore weekly,4.5,Abil Fatan Key,Entertainment,2.61M,1.36M,https://www.noxinfluencer.com/youtube/channel/UC_ZOTUKElo6eYCGKFYZKvmA,2022-09-14T06:23:49+00Z,noxinfluencer
34,noxscore weekly,4.5,RJL 5 - Fajar Aditya,Entertainment,2.47M,616.82K,https://www.noxinfluencer.com/youtube/channel/UCiFM5EHunF5tL0pMR6Pooaw,2022-09-14T06:23:49+00Z,noxinfluencer
35,noxscore weekly,4.5,My.Ladyquinn,People & Blogs,2.46M,227.99K,https://www.noxinfluencer.com/youtube/channel/UCU6wBwJoDLgndT0R4liH7-A,2022-09-14T06:23:49+00Z,noxinfluencer
36,noxscore weekly,4.5,SebutSaja Dayat,Comedy,2.22M,2.13M,https://www.noxinfluencer.com/youtube/channel/UCAhd_ILXgiRtpZew12-VBJA,2022-09-14T06:23:49+00Z,noxinfluencer
37,noxscore weekly,4.5,BANGJBLOX,Gaming,1.36M,334.93K,https://www.noxinfluencer.com/youtube/channel/UClfw7Mx0Vmh4hDAT0STSohw,2022-09-14T06:23:49+00Z,noxinfluencer
38,noxscore weekly,4.5,Jonathan Liandi,Gaming,4.85M,365.82K,https://www.noxinfluencer.com/youtube/channel/UCmtAg_U0wvmWdxTlceISdEw,2022-09-14T06:23:49+00Z,noxinfluencer
39,noxscore weekly,4.5,Wolfoo Indonesia,Entertainment,1.64M,452.38K,https://www.noxinfluencer.com/youtube/channel/UCuvNb-QFBOJxuV-dzNizAoA,2022-09-14T06:23:49+00Z,noxinfluencer
40,noxscore weekly,4.5,Leslar Entertainment,Entertainment,1.37M,340.76K,https://www.noxinfluencer.com/youtube/channel/UCzeRCr1-PmVfJRy6NDP1zbg,2022-09-14T06:23:49+00Z,noxinfluencer
41,noxscore weekly,4.5,LuanLuan,Gaming,1.24M,89.78K,https://www.noxinfluencer.com/youtube/channel/UCxrcE1OZsT2mPpvpS-cqXDQ,2022-09-14T06:23:49+00Z,noxinfluencer
42,noxscore weekly,4.5,Mythia Batford,Gaming,664K,38.73K,https://www.noxinfluencer.com/youtube/channel/UCCK072ns5Bt1nYqX1CoaZ-g,2022-09-14T06:23:49+00Z,noxinfluencer
43,noxscore weekly,4,Timotius Mulyadi,Sports,1.8M,549.84K,https://www.noxinfluencer.com/youtube/channel/UC8cmzkog5JEMw9gsZbVm6yA,2022-09-14T06:23:49+00Z,noxinfluencer
44,noxscore weekly,4,maharani kemala,Howto & Style,1.06M,205.6K,https://www.noxinfluencer.com/youtube/channel/UC1tmz3OssUwnhG1vgI7PArg,2022-09-14T06:23:49+00Z,noxinfluencer
45,noxscore weekly,4,Indonesia's Next Top Models,Music,785K,466.01K,https://www.noxinfluencer.com/youtube/channel/UChFRHojUZJ9KfC4SHcN5wZA,2022-09-14T06:23:49+00Z,noxinfluencer
46,noxscore weekly,4,Fahmi Nur Muhamad,People & Blogs,1.81M,180.56K,https://www.noxinfluencer.com/youtube/channel/UCWfUf7vHo3Mjc370Ur1nqCg,2022-09-14T06:23:49+00Z,noxinfluencer
47,noxscore weekly,4,deHakims Aviary,Pets & Animals,1.54M,500.05K,https://www.noxinfluencer.com/youtube/channel/UCrFPKPs7e3zeZzcEe-lW8-A,2022-09-14T06:23:49+00Z,noxinfluencer
48,noxscore weekly,4,Vilmei,Entertainment,4.32M,1.45M,https://www.noxinfluencer.com/youtube/channel/UC90xz-i20jmoZhI8RMLzzjA,2022-09-14T06:23:49+00Z,noxinfluencer
49,noxscore weekly,4,Steven Stenly,People & Blogs,1.88M,1.9M,https://www.noxinfluencer.com/youtube/channel/UCr-r_tzquFizdtE1_ICfJLg,2022-09-14T06:23:49+00Z,noxinfluencer
50,noxscore weekly,4,Bella Kuku Tanesia,Entertainment,1.11M,267.94K,https://www.noxinfluencer.com/youtube/channel/UCLfqVNhKUHE2ihQB5qrabOw,2022-09-14T06:23:49+00Z,noxinfluencer
51,noxscore weekly,4,Refiharydi,Comedy,893K,1.96M,https://www.noxinfluencer.com/youtube/channel/UCpTciNv3KyTYgdhE5RW3-mg,2022-09-14T06:23:49+00Z,noxinfluencer
52,noxscore weekly,4,Henny Adella,Music,1.66M,413K,https://www.noxinfluencer.com/youtube/channel/UCP3J77MiNCYxhRnfHmeWk7Q,2022-09-14T06:23:49+00Z,noxinfluencer
53,noxscore weekly,4,deHakims Story,Entertainment,1.57M,461.77K,https://www.noxinfluencer.com/youtube/channel/UC-ZBZcmxa1Tk3xDGo7ZXo8w,2022-09-14T06:23:49+00Z,noxinfluencer
54,noxscore weekly,4,KATAK STVNS 70,People & Blogs,1.47M,292.33K,https://www.noxinfluencer.com/youtube/channel/UCoCGtbyMcZjQXThRP2x8-Sw,2022-09-14T06:23:49+00Z,noxinfluencer
55,noxscore weekly,4,K U B I L E R,People & Blogs,1.02M,323.62K,https://www.noxinfluencer.com/youtube/channel/UCeQWk5ydS7-cjrbaadJaDrA,2022-09-14T06:23:49+00Z,noxinfluencer
56,noxscore weekly,4,KELUARGA BOCOR,Comedy,845K,21.83K,https://www.noxinfluencer.com/youtube/channel/UCN5s64Cw2luXWyxl-FGoU-Q,2022-09-14T06:23:49+00Z,noxinfluencer
57,noxscore weekly,4,OPI Esportainment,Gaming,780K,1.28M,https://www.noxinfluencer.com/youtube/channel/UCN8UlBQUfWyFzj3y0850j1A,2022-09-14T06:23:49+00Z,noxinfluencer
58,noxscore weekly,4,Scary Teacher Love,Gaming,3.22M,1.02M,https://www.noxinfluencer.com/youtube/channel/UCh4F48uTUoNsiwtKmItNW2Q,2022-09-14T06:23:49+00Z,noxinfluencer
59,noxscore weekly,4,Top Global Miya,Gaming,2.22M,87.4K,https://www.noxinfluencer.com/youtube/channel/UCwRHhTBcrBYhWoWQiuNDAOA,2022-09-14T06:23:49+00Z,noxinfluencer
60,noxscore weekly,4,Tema Indonesia,Entertainment,2.17M,399.33K,https://www.noxinfluencer.com/youtube/channel/UCs2LTDcI9yoVT5lhX38Y5TA,2022-09-14T06:23:49+00Z,noxinfluencer
61,noxscore weekly,4,GARUDA WISNU SATRIA MUDA,Entertainment,3.07M,399.61K,https://www.noxinfluencer.com/youtube/channel/UCuMg4Dcg3uiqjtenGXEZiRw,2022-09-14T06:23:49+00Z,noxinfluencer
